Timestamp,Gesture,Id,X_fft,Y_fft,Z_fft,Up,Down,Left,Right,Shuffle,Circle
20241103010152562,circle,1,0.7707602339181288,0.2321981424148608,5.2991452991453,0,0,0,0,0,1
20241103010152562,circle,1,1.2210710250176755,2.6415989894838887,1.3500804091102863,0,0,0,0,0,1
20241103010152562,circle,1,2.703916406156796,1.3179098958224733,2.8011692618748434,0,0,0,0,0,1
20241103010152562,circle,1,4.033732757037089,2.456057951896892,4.062767464515043,0,0,0,0,0,1
20241103010152562,circle,1,2.6381665631206355,1.8091398384879394,2.6721003349308847,0,0,0,0,0,1
20241103010152562,circle,1,0.40265355594953567,0.5792411631827667,0.0931497591126601,0,0,0,0,0,1
20241103010152562,circle,1,1.8880592703081915,1.1661078931167639,0.7755807226070848,0,0,0,0,0,1
20241103010152562,circle,1,1.1280346272076596,0.8260396137518157,0.14166917424912434,0,0,0,0,0,1
20241103010152562,circle,1,0.35964565078799,0.41058216037831485,0.7533918629055487,0,0,0,0,0,1
20241103010152562,circle,1,0.8608821164358422,0.11817423427141124,0.4253731004338061,0,0,0,0,0,1
20241103010152562,circle,1,0.25380116959064325,0.18575851393188875,0.22792022792022798,0,0,0,0,0,1
20241103010152562,circle,1,0.8608821164358422,0.1181742342714111,0.42537310043380655,0,0,0,0,0,1
20241103010152562,circle,1,0.35964565078799,0.41058216037831485,0.7533918629055487,0,0,0,0,0,1
20241103010152562,circle,1,1.1280346272076596,0.8260396137518154,0.14166917424912456,0,0,0,0,0,1
20241103010152562,circle,1,1.8880592703081918,1.1661078931167637,0.7755807226070848,0,0,0,0,0,1
20241103010152562,circle,1,0.40265355594953556,0.5792411631827669,0.09314975911266009,0,0,0,0,0,1
20241103010152562,circle,1,2.6381665631206355,1.8091398384879394,2.6721003349308847,0,0,0,0,0,1
20241103010152562,circle,1,4.033732757037089,2.456057951896892,4.062767464515043,0,0,0,0,0,1
20241103010152562,circle,1,2.7039164061567957,1.3179098958224733,2.801169261874844,0,0,0,0,0,1
20241103010152562,circle,1,1.2210710250176755,2.6415989894838887,1.350080409110286,0,0,0,0,0,1
20241103010306498,circle,10,0.22020202020202095,1.1307120085015943,4.149253731343284,0,0,0,0,0,1
20241103010306498,circle,10,0.5534000756698562,2.435300085114846,0.1367513035697106,0,0,0,0,0,1
20241103010306498,circle,10,2.9291908867856273,1.5319289407515957,2.1562437830433177,0,0,0,0,0,1
20241103010306498,circle,10,5.0718289272356865,1.4195828602290008,3.2660966933147786,0,0,0,0,0,1
20241103010306498,circle,10,3.227458211242589,1.5530987438924002,2.4238618249086126,0,0,0,0,0,1
20241103010306498,circle,10,1.118128437585985,1.2118947021729418,1.7529421635264255,0,0,0,0,0,1
20241103010306498,circle,10,1.021160624680208,1.4694697093707974,0.468979919746755,0,0,0,0,0,1
20241103010306498,circle,10,0.6552310363213151,0.67818145032277,0.8525708348581739,0,0,0,0,0,1
20241103010306498,circle,10,0.6230035565098635,0.5388727467265724,0.24679452745246955,0,0,0,0,0,1
20241103010306498,circle,10,1.0517255127688343,1.2433033598872,0.5926294766777709,0,0,0,0,0,1
20241103010306498,circle,10,1.4808080808080804,1.6025504782146651,0.9850746268656716,0,0,0,0,0,1
20241103010306498,circle,10,1.051725512768834,1.2433033598872,0.5926294766777711,0,0,0,0,0,1
20241103010306498,circle,10,0.6230035565098635,0.5388727467265724,0.24679452745246955,0,0,0,0,0,1
20241103010306498,circle,10,0.6552310363213155,0.67818145032277,0.8525708348581735,0,0,0,0,0,1
20241103010306498,circle,10,1.0211606246802079,1.4694697093707974,0.4689799197467552,0,0,0,0,0,1
20241103010306498,circle,10,1.1181284375859848,1.2118947021729418,1.7529421635264255,0,0,0,0,0,1
20241103010306498,circle,10,3.227458211242589,1.5530987438924002,2.4238618249086126,0,0,0,0,0,1
20241103010306498,circle,10,5.0718289272356865,1.4195828602290006,3.2660966933147786,0,0,0,0,0,1
20241103010306498,circle,10,2.929190886785628,1.5319289407515955,2.1562437830433177,0,0,0,0,0,1
20241103010306498,circle,10,0.5534000756698559,2.4353000851148465,0.13675130356971038,0,0,0,0,0,1
20241103212937697,circle,11,3.7848605577689245,3.414965986394558,3.898238747553817,0,0,0,0,0,1
20241103212937697,circle,11,0.9415495411814284,5.769927046095899,0.9964638195106252,0,0,0,0,0,1
20241103212937697,circle,11,2.846241349399081,3.2802839085569158,3.137533257963541,0,0,0,0,0,1
20241103212937697,circle,11,4.0082530526504625,1.7759220156676934,4.392228417916578,0,0,0,0,0,1
20241103212937697,circle,11,1.9053614533745051,0.6664622608733147,3.0831758437716514,0,0,0,0,0,1
20241103212937697,circle,11,0.984242052906399,0.3564781634441877,0.9044102820003579,0,0,0,0,0,1
20241103212937697,circle,11,1.2794822511135988,0.24380777656161298,0.6236550250955156,0,0,0,0,0,1
20241103212937697,circle,11,0.463419666145255,0.35732351596006684,0.4770531711073088,0,0,0,0,0,1
20241103212937697,circle,11,0.15670786019472727,0.1148206699154785,0.16974472385069025,0,0,0,0,0,1
20241103212937697,circle,11,0.22568177308136428,0.6800772971034208,0.12743234296963193,0,0,0,0,0,1
20241103212937697,circle,11,0.19389110225763606,0.5986394557823131,0.1056751467710372,0,0,0,0,0,1
20241103212937697,circle,11,0.22568177308136395,0.680077297103421,0.1274323429696321,0,0,0,0,0,1
20241103212937697,circle,11,0.15670786019472727,0.1148206699154785,0.16974472385069025,0,0,0,0,0,1
20241103212937697,circle,11,0.46341966614525515,0.35732351596006656,0.4770531711073087,0,0,0,0,0,1
20241103212937697,circle,11,1.2794822511135988,0.24380777656161304,0.6236550250955157,0,0,0,0,0,1
20241103212937697,circle,11,0.9842420529063993,0.35647816344418776,0.9044102820003577,0,0,0,0,0,1
20241103212937697,circle,11,1.9053614533745051,0.6664622608733147,3.0831758437716514,0,0,0,0,0,1
20241103212937697,circle,11,4.008253052650462,1.7759220156676931,4.392228417916578,0,0,0,0,0,1
20241103212937697,circle,11,2.846241349399081,3.280283908556916,3.137533257963541,0,0,0,0,0,1
20241103212937697,circle,11,0.9415495411814285,5.7699270460959,0.9964638195106251,0,0,0,0,0,1
